2018,	0x9379,	0xC5DA,	0xE59C9F,	//	土
2016,	0x928D,	0xC3ED,	0xE6B3A8,	//	注
2013,	0x8AC7,	0xB4C9,	0xE7AEA1,	//	管
2002,	0x815D,	0xA1BE,	0xE28090,	//	‐
1998,	0x88E1,	0xB0E3,	0xE98195,	//	違
1997,	0x8CF6,	0xB8F8,	0xE585AC,	//	公
1992,	0x96A1,	0xCCA3,	0xE591B3,	//	味
1976,	0x918A,	0xC1EA,	0xE79BB8,	//	相
1969,	0x8CB3,	0xB8B5,	0xE58583,	//	元
1948,	0x94C5,	0xC8C7,	0xE78988,	//	版
1945,	0x8A79,	0xB3DA,	0xE6A5BD,	//	楽
1941,	0x8E4F,	0xBBB0,	0xE4B889,	//	三
1932,	0x8F97,	0xBDF7,	0xE5A5B3,	//	女
1927,	0x9364,	0xC5C5,	0xE99BBB,	//	電
1921,	0x82E4,	0xA4E6,	0xE38286,	//	ゆ
1912,	0x8E52,	0xBBB3,	0xE5B1B1,	//	山
1904,	0x8351,	0xA5B2,	0xE382B2,	//	ゲ
1892,	0x8AFA,	0xB4FC,	0xE69C9F,	//	期
1891,	0xB2,	0x8EB2,	0xEFBDB2,	//	イ
1879,	0x947A,	0xC7DB,	0xE9858D,	//	配
1875,	0x826F,	0xA3D0,	0xEFBCB0,	//	Ｐ
1865,	0x8B9E,	0xB5FE,	0xE4BAAC,	//	京
1850,	0x8E74,	0xBBD5,	0xE5B8AB,	//	師
1839,	0x97C7,	0xCEC9,	0xE889AF,	//	良
1832,	0x96F3,	0xCCF5,	0xE8A8B3,	//	訳
1830,	0x84A0,	0xA8A2,	0xE29482,	//	│
1815,	0x8DB7,	0xBAB9,	0xE5B7AE,	//	差
1815,	0x8177,	0xA1D8,	0xE3808E,	//	『
1813,	0x97F1,	0xCEF3,	0xE58897,	//	列
1813,	0x84B1,	0xA8B3,	0xE294B3,	//	┳
1810,	0x8178,	0xA1D9,	0xE3808F,	//	』
1805,	0x8DDA,	0xBADC,	0xE8BC89,	//	載
1805,	0x91B6,	0xC2B8,	0xE5AD98,	//	存
1800,	0x8E6E,	0xBBCF,	0xE5A78B,	//	始
1794,	0x826E,	0xA3CF,	0xEFBCAF,	//	Ｏ
1787,	0x82D3,	0xA4D5,	0xE381B5,	//	ふ
1778,	0x88C4,	0xB0C6,	0xE6A188,	//	案
1775,	0x82B4,	0xA4B6,	0xE38196,	//	ざ
1774,	0x95D2,	0xCAD4,	0xE7B7A8,	//	編
1769,	0x90D8,	0xC0DA,	0xE58887,	//	切
1768,	0x899E,	0xB1FE,	0xE5BF9C,	//	応
1764,	0x96CA,	0xCCCC,	0xE99DA2,	//	面
1755,	0x9774,	0xCDD5,	0xE89189,	//	葉
1751,	0x92C7,	0xC4C9,	0xE8BFBD,	//	追
1745,	0x91D6,	0xC2D8,	0xE69BBF,	//	替
1743,	0x8AB7,	0xB4B9,	0xE68F9B,	//	換
1734,	0x95C0,	0xCAC2,	0xE4B8A6,	//	並
